LATITUDE,LONGITUDE
37.06083333,-88.77375
30.21208333,-85.68280556
37.13189556,-76.4929875
40.66424333,-89.69330556
31.46714944,-89.33705778
27.91076333,-82.68743944
42.91130556,-112.5958611
44.38267694,-100.285965
45.5709275,-84.796715
30.47330556,-87.18744444
46.26468028,-119.1190292
33.82921556,-116.5062531
38.28908722,-104.4965722
43.64616667,-70.30875
44.04532139,-103.0573708
40.50898361,-122.2934019
44.25406722,-121.1499633
42.19536389,-89.09721111
45.63119306,-89.46745361
41.5942175,-109.0651928
37.32546833,-79.97542833
43.11886611,-77.67238389
33.30155556,-104.5305556
43.90882639,-92.49798722
35.61677778,-106.0881389
32.12758333,-81.20213889
34.42621194,-119.8403733
41.70895361,-86.31847417
35.23705806,-120.6423931
40.851206,-77.846302
37.24432611,-93.38685806
37.09058333,-113.5930556
38.26384333,-78.89643806
32.4466275,-93.82559833
31.35775,-100.4963056
34.89924833,-120.4575825
39.84395194,-89.67761861
33.98879611,-98.49189333
27.39533333,-82.55411111
45.54532417,-94.05833667
43.50484139,-114.2965903
42.40260333,-96.38436694
41.50409361,-74.10483833
43.11118694,-76.10631056
37.95375861,-107.90848
30.39652778,-84.35033333
41.58680556,-83.80783333
36.47521417,-82.40742056
40.27669111,-74.81346833
34.26810833,-88.769895
44.74144472,-85.582235
42.48180389,-114.4877356
33.45370806,-93.99102
32.35413889,-95.40238611
35.81248722,-83.99285583
40.44090167,-109.5099203
30.7825,-83.27672222
30.48325,-86.5254
44.68839917,-111.1176375
36.28186944,-94.30681111
32.65658333,-114.6059722
